query,sku,rank_ht,type_ht,found_ht,new_ht,score_ht,rank_ltr,type_ltr,found_ltr,new_ltr,score_ltr
lenovo,2677303,206,hand_tuned,True,False,0.031014876,213,ltr_hand_tuned,True,False,0.3989579
lenovo,1774168,223,hand_tuned,True,False,0.031013476,230,ltr_hand_tuned,True,False,0.3989565
lenovo,3600688,227,hand_tuned,True,False,0.031013476,234,ltr_hand_tuned,True,False,0.3989565
lenovo,3457129,240,hand_tuned,True,False,0.030026846,247,ltr_hand_tuned,True,False,0.39796987
lenovo,3179912,251,hand_tuned,True,False,0.029103091,258,ltr_hand_tuned,True,False,0.39704612
lenovo,2817121,252,hand_tuned,True,False,0.029100895,259,ltr_hand_tuned,True,False,0.3970439
lenovo,1972744,282,hand_tuned,True,False,0.026636874,289,ltr_hand_tuned,True,False,0.3945799
lenovo,2236735,294,hand_tuned,True,False,0.025905402,299,ltr_hand_tuned,True,False,0.39384842
lenovo,1520158,315,hand_tuned,True,False,0.0059453924,329,ltr_hand_tuned,True,False,0.37513632
lenovo,2970255,354,hand_tuned,True,False,5e-07,363,ltr_hand_tuned,True,False,0.36794353
lenovo,8234127,382,hand_tuned,True,False,2.0000002e-07,383,ltr_hand_tuned,True,False,0.36794323
lenovo,8234118,385,hand_tuned,True,False,2.0000002e-07,386,ltr_hand_tuned,True,False,0.36794323
lenovo,7342663,386,hand_tuned,True,False,2.0000002e-07,387,ltr_hand_tuned,True,False,0.36794323
hp laptops,9354272,48,hand_tuned,True,False,0.060484227,53,ltr_hand_tuned,True,False,0.42842725
hp laptops,3439063,223,hand_tuned,True,False,0.0059827277,237,ltr_hand_tuned,True,False,0.37392575
hp laptops,2284864,239,hand_tuned,True,False,0.0053119864,253,ltr_hand_tuned,True,False,0.373255
hp laptops,3441359,391,hand_tuned,True,False,0.0038985705,401,ltr_hand_tuned,True,False,0.37184158
hp laptops,3569008,392,hand_tuned,True,False,0.0038985705,402,ltr_hand_tuned,True,False,0.37184158
hp laptops,3061339,414,hand_tuned,True,False,0.003696555,423,ltr_hand_tuned,True,False,0.37163958
hp laptops,3674224,426,hand_tuned,True,False,0.003695755,432,ltr_hand_tuned,True,False,0.37163877
hp laptops,3184708,446,hand_tuned,True,False,0.0035147008,451,ltr_hand_tuned,True,False,0.37145773
hp laptops,3441137,456,hand_tuned,True,False,0.0035130004,460,ltr_hand_tuned,True,False,0.37145603
hp laptops,3569017,458,hand_tuned,True,False,0.0035130004,462,ltr_hand_tuned,True,False,0.37145603
hp laptops,3569044,459,hand_tuned,True,False,0.0035130004,463,ltr_hand_tuned,True,False,0.37145603
hp laptops,3441304,479,hand_tuned,True,False,0.0033474702,481,ltr_hand_tuned,True,False,0.37129048
hp laptops,3441428,480,hand_tuned,True,False,0.0033474702,482,ltr_hand_tuned,True,False,0.37129048
hp laptops,2821567,490,hand_tuned,True,False,0.0031981366,491,ltr_hand_tuned,True,False,0.37114117
hp laptops,3441067,492,hand_tuned,True,False,0.0031972365,493,ltr_hand_tuned,True,False,0.37114024
Kinect,3000047,23,hand_tuned,True,False,0.066199794,24,ltr_hand_tuned,True,False,0.43414283
Kinect,3521258,28,hand_tuned,True,False,0.06101381,29,ltr_hand_tuned,True,False,0.42895684
Kinect,9999150900050000,29,hand_tuned,True,False,0.059910163,30,ltr_hand_tuned,True,False,0.42785317
Kinect,1238763,33,hand_tuned,True,False,0.05483797,34,ltr_hand_tuned,True,False,0.422781
Kinect,3526183,36,hand_tuned,True,False,0.054792188,37,ltr_hand_tuned,True,False,0.4227352
Kinect,3107795,38,hand_tuned,True,False,0.050494652,39,ltr_hand_tuned,True,False,0.41843766
Kinect,3104255,40,hand_tuned,True,False,0.048719347,41,ltr_hand_tuned,True,False,0.41666237
mini speakers,2873147,14,hand_tuned,True,False,0.069579296,15,ltr_hand_tuned,True,False,0.43752232
mini speakers,8989197,96,hand_tuned,True,False,0.0013085839,99,ltr_hand_tuned,True,False,0.3692516
mini speakers,1160608,130,hand_tuned,True,False,0.00020591103,133,ltr_hand_tuned,True,False,0.36814892
mini speakers,2256595,143,hand_tuned,True,False,7.739784e-05,145,ltr_hand_tuned,True,False,0.36802042
iPad cases,1271742,189,hand_tuned,True,False,0.005804578,190,ltr_hand_tuned,True,False,0.3737476
iPad cases,2319054,246,hand_tuned,True,False,0.0043616877,247,ltr_hand_tuned,True,False,0.3723047
iPad cases,2091778,269,hand_tuned,True,False,0.0033657395,270,ltr_hand_tuned,True,False,0.37130874
iPad cases,2319063,335,hand_tuned,True,False,0.001978284,336,ltr_hand_tuned,True,False,0.3699213
iPad cases,3491113,346,hand_tuned,True,False,0.0019356917,347,ltr_hand_tuned,True,False,0.3698787
iPad cases,1502231,396,hand_tuned,True,False,0.0016795923,397,ltr_hand_tuned,True,False,0.36962262
iPad cases,2701121,397,hand_tuned,True,False,0.001669751,398,ltr_hand_tuned,True,False,0.36961278
iPad cases,2701307,398,hand_tuned,True,False,0.001667251,399,ltr_hand_tuned,True,False,0.36961028
iPad cases,1259407,399,hand_tuned,True,False,0.0016660509,400,ltr_hand_tuned,True,False,0.36960906
iPad cases,1549152,416,hand_tuned,True,False,0.001663551,417,ltr_hand_tuned,True,False,0.36960658
iPad cases,2986037,429,hand_tuned,True,False,0.001663551,430,ltr_hand_tuned,True,False,0.36960658
iPad cases,2986046,430,hand_tuned,True,False,0.001663551,431,ltr_hand_tuned,True,False,0.36960658
iPad cases,3686161,447,hand_tuned,True,False,0.001663551,448,ltr_hand_tuned,True,False,0.36960658
iPad cases,2642058,455,hand_tuned,True,False,0.0015915052,456,ltr_hand_tuned,True,False,0.36953452
fax machines,8185607,27,hand_tuned,True,False,0.0074875145,41,ltr_hand_tuned,True,False,0.37543052
fax machines,9544791,51,hand_tuned,True,False,0.0066791037,65,ltr_hand_tuned,True,False,0.37462214
fax machines,8490812,63,hand_tuned,True,False,0.0063518807,77,ltr_hand_tuned,True,False,0.3742949
fax machines,8627998,68,hand_tuned,True,False,0.0061367857,82,ltr_hand_tuned,True,False,0.3740798
fax machines,9544719,72,hand_tuned,True,False,0.006001962,86,ltr_hand_tuned,True,False,0.37394497
fax machines,9038025,90,hand_tuned,True,False,0.0015557711,107,ltr_hand_tuned,True,False,0.3694988
fax machines,9364074,91,hand_tuned,True,False,0.0015461489,108,ltr_hand_tuned,True,False,0.36948916
fax machines,7034194,96,hand_tuned,True,False,0.001537049,113,ltr_hand_tuned,True,False,0.36948007
fax machines,9502638,99,hand_tuned,True,False,0.0015361812,116,ltr_hand_tuned,True,False,0.3694792
fax machines,8234118,181,hand_tuned,True,False,9.1e-06,183,ltr_hand_tuned,True,False,0.3679521
blank media,4188916,3,hand_tuned,True,False,0.11017734,6,ltr_hand_tuned,True,False,0.47812036
blank media,7141979,5,hand_tuned,True,False,0.0766538,9,ltr_hand_tuned,True,False,0.44459683
blank media,7141844,6,hand_tuned,True,False,0.072631955,10,ltr_hand_tuned,True,False,0.44057497
blank media,4798446,177,hand_tuned,True,False,0.012829429,196,ltr_hand_tuned,True,False,0.38077244
blank media,3166193,261,hand_tuned,True,False,0.0059631285,272,ltr_hand_tuned,True,False,0.37390614
ipad sync cord,1114133,3,hand_tuned,True,True,0.10610948,13,ltr_hand_tuned,True,True,0.4740525
acer,2824725,25,hand_tuned,True,False,0.050374918,29,ltr_hand_tuned,True,False,0.41831794
acer,3004583,26,hand_tuned,True,False,0.05037442,30,ltr_hand_tuned,True,False,0.41831744
acer,3530362,29,hand_tuned,True,False,0.049022563,35,ltr_hand_tuned,True,False,0.41696557
acer,3530399,31,hand_tuned,True,False,0.049022563,37,ltr_hand_tuned,True,False,0.41696557
acer,2588048,49,hand_tuned,True,False,0.04088922,56,ltr_hand_tuned,True,False,0.40883225
acer,3019221,60,hand_tuned,True,False,0.039050043,68,ltr_hand_tuned,True,False,0.40699306
acer,1224879,63,hand_tuned,True,False,0.03901931,71,ltr_hand_tuned,True,False,0.40696234
acer,3006157,64,hand_tuned,True,False,0.03901931,72,ltr_hand_tuned,True,False,0.40696234
acer,2971069,101,hand_tuned,True,False,0.037425812,106,ltr_hand_tuned,True,False,0.40536883
acer,3655778,206,hand_tuned,True,False,0.034588475,208,ltr_hand_tuned,True,False,0.4025315
acer,1804306,219,hand_tuned,True,False,0.03332786,221,ltr_hand_tuned,True,False,0.40127087
acer,2882439,233,hand_tuned,True,False,0.03332745,235,ltr_hand_tuned,True,False,0.40127048
acer,3603066,261,hand_tuned,True,False,0.032154974,263,ltr_hand_tuned,True,False,0.400098
acer,3603093,262,hand_tuned,True,False,0.032154974,264,ltr_hand_tuned,True,False,0.400098
acer,1418588,268,hand_tuned,True,False,0.031473145,271,ltr_hand_tuned,True,False,0.39941615
acer,3011201,270,hand_tuned,True,False,0.031064002,273,ltr_hand_tuned,True,False,0.39900702
acer,1847928,271,hand_tuned,True,False,0.03106268,274,ltr_hand_tuned,True,False,0.3990057
acer,2882466,272,hand_tuned,True,False,0.031062586,275,ltr_hand_tuned,True,False,0.3990056
acer,3654518,297,hand_tuned,True,False,0.030129254,300,ltr_hand_tuned,True,False,0.39807227
acer,2759288,299,hand_tuned,True,False,0.030044122,301,ltr_hand_tuned,True,False,0.39798713
acer,3584613,305,hand_tuned,True,False,0.030041223,307,ltr_hand_tuned,True,False,0.39798424
acer,2882751,313,hand_tuned,True,False,0.030040981,315,ltr_hand_tuned,True,False,0.397984
acer,2842569,321,hand_tuned,True,False,0.029089667,323,ltr_hand_tuned,True,False,0.39703268
acer,3649191,326,hand_tuned,True,False,0.029084802,328,ltr_hand_tuned,True,False,0.39702782
acer,3603127,327,hand_tuned,True,False,0.029084802,329,ltr_hand_tuned,True,False,0.39702782
acer,3603136,328,hand_tuned,True,False,0.029084802,330,ltr_hand_tuned,True,False,0.39702782
acer,2882509,350,hand_tuned,True,False,0.026550457,352,ltr_hand_tuned,True,False,0.39449346
acer,2882484,372,hand_tuned,True,False,0.024150273,374,ltr_hand_tuned,True,False,0.3920933
acer,2712515,431,hand_tuned,True,False,5e-07,439,ltr_hand_tuned,True,False,0.36794353
acer,7342663,456,hand_tuned,True,False,3e-07,457,ltr_hand_tuned,True,False,0.36794332
Tv stands,9346264,26,hand_tuned,True,False,0.12575808,27,ltr_hand_tuned,True,False,0.49298117
Tv stands,1114337,49,hand_tuned,True,False,0.010590878,51,ltr_hand_tuned,True,False,0.3785339
Tv stands,9811451,50,hand_tuned,True,False,0.010585879,52,ltr_hand_tuned,True,False,0.3785289
Tv stands,9662517,168,hand_tuned,True,False,0.009305897,170,ltr_hand_tuned,True,False,0.3772489
Tv stands,9846387,169,hand_tuned,True,False,0.009301597,171,ltr_hand_tuned,True,False,0.37724462
Tv stands,1072343,171,hand_tuned,True,False,0.009300098,173,ltr_hand_tuned,True,False,0.3772431
Tv stands,1897049,177,hand_tuned,True,False,0.009299298,179,ltr_hand_tuned,True,False,0.37724233
Tv stands,9342552,209,hand_tuned,True,False,0.009299298,211,ltr_hand_tuned,True,False,0.37724233
Tv stands,8669185,237,hand_tuned,True,False,0.009175753,239,ltr_hand_tuned,True,False,0.37711877
Tv stands,9779652,246,hand_tuned,True,False,0.008884933,247,ltr_hand_tuned,True,False,0.37682796
Tv stands,9909507,248,hand_tuned,True,False,0.008883333,249,ltr_hand_tuned,True,False,0.37682635
Tv stands,9985441,249,hand_tuned,True,False,0.008883333,250,ltr_hand_tuned,True,False,0.37682635
Tv stands,3088174,253,hand_tuned,True,False,0.008881125,254,ltr_hand_tuned,True,False,0.37682414
Tv stands,1109971,257,hand_tuned,True,False,0.008881033,258,ltr_hand_tuned,True,False,0.37682405
Tv stands,8181576,291,hand_tuned,True,False,0.008881033,292,ltr_hand_tuned,True,False,0.37682405
Tv stands,9931785,304,hand_tuned,True,False,0.008881033,305,ltr_hand_tuned,True,False,0.37682405
Tv stands,9548929,306,hand_tuned,True,False,0.008881033,307,ltr_hand_tuned,True,False,0.37682405
Tv stands,9740505,312,hand_tuned,True,False,0.008881033,313,ltr_hand_tuned,True,False,0.37682405
Tv stands,9706727,315,hand_tuned,True,False,0.008881033,316,ltr_hand_tuned,True,False,0.37682405
Tv stands,2345164,348,hand_tuned,True,False,0.008501475,349,ltr_hand_tuned,True,False,0.3764445
Tv stands,1019545,349,hand_tuned,True,False,0.008501075,350,ltr_hand_tuned,True,False,0.3764441
Tv stands,8942647,368,hand_tuned,True,False,0.008498775,369,ltr_hand_tuned,True,False,0.3764418
Tv stands,2138625,370,hand_tuned,True,False,0.008498775,371,ltr_hand_tuned,True,False,0.3764418
Tv stands,9967698,405,hand_tuned,True,False,0.008498775,406,ltr_hand_tuned,True,False,0.3764418
ipad 2,2352252,47,hand_tuned,True,False,0.12844189,51,ltr_hand_tuned,True,False,0.521299
ipad 2,9924603,50,hand_tuned,True,False,0.10582686,54,ltr_hand_tuned,True,False,0.50113165
ipad 2,2861176,70,hand_tuned,True,False,0.053271327,75,ltr_hand_tuned,True,False,0.42121434
ipad 2,2339904,74,hand_tuned,True,False,0.050634313,78,ltr_hand_tuned,True,False,0.41857734
ipad 2,2343139,129,hand_tuned,True,False,0.028480837,132,ltr_hand_tuned,True,False,0.39642385
ipad 2,2343263,130,hand_tuned,True,False,0.028480837,133,ltr_hand_tuned,True,False,0.39642385
ipad 2,2330145,131,hand_tuned,True,False,0.028480439,134,ltr_hand_tuned,True,False,0.39642346
ipad 2,2330321,132,hand_tuned,True,False,0.028480439,135,ltr_hand_tuned,True,False,0.39642346
ipad 2,2319063,134,hand_tuned,True,False,0.028480215,137,ltr_hand_tuned,True,False,0.39642322
ipad 2,2985135,152,hand_tuned,True,False,0.027274406,155,ltr_hand_tuned,True,False,0.39521742
ipad 2,2985144,153,hand_tuned,True,False,0.027274406,156,ltr_hand_tuned,True,False,0.39521742
ipad 2,2824421,160,hand_tuned,True,False,0.02715647,163,ltr_hand_tuned,True,False,0.3950995
ipad 2,2629877,244,hand_tuned,True,False,0.026052117,245,ltr_hand_tuned,True,False,0.39399514
ipad 2,2701307,331,hand_tuned,True,False,0.025718106,332,ltr_hand_tuned,True,False,0.3936611
Buffalo router,9737372,20,hand_tuned,True,False,0.004638693,39,ltr_hand_tuned,True,False,0.37258172
Buffalo router,9737327,28,hand_tuned,True,False,7.303548e-05,50,ltr_hand_tuned,True,False,0.36801606
battery charger,8267733,87,hand_tuned,True,False,0.042919077,88,ltr_hand_tuned,True,False,0.4108621
battery charger,3498374,94,hand_tuned,True,False,0.041058462,95,ltr_hand_tuned,True,False,0.40900147
battery charger,1232905,126,hand_tuned,True,False,0.020625396,127,ltr_hand_tuned,True,False,0.3885684
battery charger,1207432,140,hand_tuned,True,False,0.008094571,141,ltr_hand_tuned,True,False,0.3760376
battery charger,3670088,141,hand_tuned,True,False,0.007943468,142,ltr_hand_tuned,True,False,0.3758865
battery charger,8695263,145,hand_tuned,True,False,0.0059357635,146,ltr_hand_tuned,True,False,0.37387878
battery charger,9771887,163,hand_tuned,True,False,0.0049674953,164,ltr_hand_tuned,True,False,0.3729105
battery charger,2436397,187,hand_tuned,True,False,0.003965638,188,ltr_hand_tuned,True,False,0.37190866
battery charger,9521378,195,hand_tuned,True,False,0.0034977715,196,ltr_hand_tuned,True,False,0.3714408
battery charger,9344024,205,hand_tuned,True,False,0.0031725126,206,ltr_hand_tuned,True,False,0.37111554
battery charger,9918214,234,hand_tuned,True,False,0.0020090526,235,ltr_hand_tuned,True,False,0.36995208
battery charger,9297076,238,hand_tuned,True,False,0.0017649607,239,ltr_hand_tuned,True,False,0.36970797
Routers,2210106,4,hand_tuned,True,False,104.84934,5,ltr_hand_tuned,True,False,105.244644
Routers,3541994,35,hand_tuned,True,False,0.48860723,37,ltr_hand_tuned,True,False,0.8565502
Routers,1004986,55,hand_tuned,True,False,0.0067893732,75,ltr_hand_tuned,True,False,0.3747324
Routers,3194844,80,hand_tuned,True,False,0.0064050523,98,ltr_hand_tuned,True,False,0.37434807
Routers,9928609,155,hand_tuned,True,False,0.0057574776,169,ltr_hand_tuned,True,False,0.3737005
Routers,9602704,158,hand_tuned,True,False,0.0057560774,171,ltr_hand_tuned,True,False,0.3736991
Routers,1358356,165,hand_tuned,True,False,0.0057556774,178,ltr_hand_tuned,True,False,0.37369868
Routers,9612883,186,hand_tuned,True,False,0.005480142,197,ltr_hand_tuned,True,False,0.37342316
Routers,8308672,192,hand_tuned,True,False,0.0054779854,201,ltr_hand_tuned,True,False,0.373421
Routers,9737372,230,hand_tuned,True,False,0.005226955,238,ltr_hand_tuned,True,False,0.37316996
Routers,8996937,264,hand_tuned,True,False,0.004998113,269,ltr_hand_tuned,True,False,0.37294114
voice recorders,1792258,15,hand_tuned,True,False,0.01370507,19,ltr_hand_tuned,True,False,0.3816481
voice recorders,1237488,16,hand_tuned,True,False,0.013639942,20,ltr_hand_tuned,True,False,0.38158298
voice recorders,1792249,17,hand_tuned,True,False,0.013638941,21,ltr_hand_tuned,True,False,0.38158196
voice recorders,2512465,18,hand_tuned,True,False,0.013638277,22,ltr_hand_tuned,True,False,0.3815813
voice recorders,3254955,136,hand_tuned,True,False,0.010347181,138,ltr_hand_tuned,True,False,0.3782902
led tv,2809744,8,hand_tuned,True,False,0.08196179,10,ltr_hand_tuned,True,False,0.4499048
led tv,9999166300050006,85,hand_tuned,True,False,0.004739968,99,ltr_hand_tuned,True,False,0.372683
led tv,1275675,107,hand_tuned,True,False,0.0031804012,120,ltr_hand_tuned,True,False,0.37112343
led tv,2685156,183,hand_tuned,True,False,0.00065999775,195,ltr_hand_tuned,True,False,0.36860302
led tv,2363549,250,hand_tuned,True,False,6.3812236e-06,255,ltr_hand_tuned,True,False,0.3679494
Flyer,8343651,9,hand_tuned,True,False,0.05941126,10,ltr_hand_tuned,True,False,0.42735428
Cell phones,2847097,45,hand_tuned,True,False,0.062677495,46,ltr_hand_tuned,True,False,0.43062052
Cell phones,9343524,81,hand_tuned,True,False,0.05975529,82,ltr_hand_tuned,True,False,0.4276983
hard drives,1252538,394,hand_tuned,True,False,0.007611222,398,ltr_hand_tuned,True,False,0.37555423
razr,8724124,328,hand_tuned,True,False,2.4e-06,329,ltr_hand_tuned,True,False,0.36794543
Incase,8947642,43,hand_tuned,True,False,0.045243893,44,ltr_hand_tuned,True,False,0.4131869
Incase,1155439,50,hand_tuned,True,False,0.04502723,51,ltr_hand_tuned,True,False,0.41297024
Incase,2319054,51,hand_tuned,True,False,0.043225706,52,ltr_hand_tuned,True,False,0.41116872
Incase,1155466,92,hand_tuned,True,False,0.039687566,93,ltr_hand_tuned,True,False,0.4076306
Incase,2319063,93,hand_tuned,True,False,0.039686467,94,ltr_hand_tuned,True,False,0.4076295
Incase,8740197,99,hand_tuned,True,False,0.039685868,100,ltr_hand_tuned,True,False,0.4076289
Incase,1502231,100,hand_tuned,True,False,0.039685868,101,ltr_hand_tuned,True,False,0.4076289
Incase,2961733,101,hand_tuned,True,False,0.039685868,102,ltr_hand_tuned,True,False,0.4076289
Incase,1700347,119,hand_tuned,True,False,0.03968537,120,ltr_hand_tuned,True,False,0.4076284
Incase,2672113,133,hand_tuned,True,False,0.03812811,134,ltr_hand_tuned,True,False,0.40607113
Incase,8990309,134,hand_tuned,True,False,0.038127284,135,ltr_hand_tuned,True,False,0.4060703
Incase,2961706,135,hand_tuned,True,False,0.038125414,136,ltr_hand_tuned,True,False,0.40606844
Incase,2533052,136,hand_tuned,True,False,0.038125414,137,ltr_hand_tuned,True,False,0.40606844
Incase,8022908,138,hand_tuned,True,False,0.038125083,139,ltr_hand_tuned,True,False,0.4060681
Incase,2986037,142,hand_tuned,True,False,0.038124815,143,ltr_hand_tuned,True,False,0.40606785
Incase,2986046,146,hand_tuned,True,False,0.03812431,147,ltr_hand_tuned,True,False,0.40606734
Incase,2532372,148,hand_tuned,True,False,0.03812431,149,ltr_hand_tuned,True,False,0.40606734
Incase,2672098,154,hand_tuned,True,False,0.036683023,155,ltr_hand_tuned,True,False,0.40462604
Incase,2527033,155,hand_tuned,True,False,0.036683023,156,ltr_hand_tuned,True,False,0.40462604
Incase,2683219,174,hand_tuned,True,False,0.03534597,175,ltr_hand_tuned,True,False,0.403289
Incase,8740133,175,hand_tuned,True,False,0.03534559,176,ltr_hand_tuned,True,False,0.4032886
Incase,9136179,203,hand_tuned,True,False,0.03415636,204,ltr_hand_tuned,True,False,0.40209937
Incase,2871334,279,hand_tuned,True,False,5e-07,280,ltr_hand_tuned,True,False,0.36794353
Lg esteem,2137104,277,hand_tuned,True,False,4.620035e-06,286,ltr_hand_tuned,True,False,0.36794764
popcorn maker,8998436,4,hand_tuned,True,False,0.091924034,5,ltr_hand_tuned,True,False,0.46605375
Ps3,1251336,115,hand_tuned,True,False,0.079696424,116,ltr_hand_tuned,True,False,0.44763944
Ps3,2704076,197,hand_tuned,True,False,0.0632285,198,ltr_hand_tuned,True,False,0.43117154
Ps3,2833059,204,hand_tuned,True,False,0.032898884,207,ltr_hand_tuned,True,False,0.4008419
Ps3,2173056,211,hand_tuned,True,False,0.016770288,217,ltr_hand_tuned,True,False,0.3862977
Ps3,9927337,212,hand_tuned,True,False,0.015886914,219,ltr_hand_tuned,True,False,0.38382992
Ps3,3152321,215,hand_tuned,True,False,0.013027919,229,ltr_hand_tuned,True,False,0.38097093
Ps3,9172799,221,hand_tuned,True,False,0.0072645796,234,ltr_hand_tuned,True,False,0.37679198
Ps3,1972853,222,hand_tuned,True,False,0.007151048,236,ltr_hand_tuned,True,False,0.37509406
Ps3,2238218,227,hand_tuned,True,False,0.0049373126,238,ltr_hand_tuned,True,False,0.37446472
Ps3,9999168200050096,239,hand_tuned,True,False,0.004108703,252,ltr_hand_tuned,True,False,0.37205172
Ps3,1122178,243,hand_tuned,True,False,0.003402975,255,ltr_hand_tuned,True,False,0.371346
Ps3,2978363,252,hand_tuned,True,False,0.0021120238,264,ltr_hand_tuned,True,False,0.37005505
Ps3,8648216,263,hand_tuned,True,False,0.0011729365,276,ltr_hand_tuned,True,False,0.36911595
Ps3,1122187,272,hand_tuned,True,False,0.0008962715,285,ltr_hand_tuned,True,False,0.3688393
Ps3,3512065,329,hand_tuned,True,False,0.000656999,338,ltr_hand_tuned,True,False,0.3686
Ps3,1122196,364,hand_tuned,True,False,0.0006390221,373,ltr_hand_tuned,True,False,0.36858204
Ps3,2013927,414,hand_tuned,True,False,0.00062320277,423,ltr_hand_tuned,True,False,0.36856622
Ps3,9325367,415,hand_tuned,True,False,0.0006223027,424,ltr_hand_tuned,True,False,0.36856532
Ps3,9764462,416,hand_tuned,True,False,0.0006221031,426,ltr_hand_tuned,True,False,0.3685651
Ps3,9889148,418,hand_tuned,True,False,0.00062200805,437,ltr_hand_tuned,True,False,0.36856502
Ps3,3070172,445,hand_tuned,True,False,0.00052148185,452,ltr_hand_tuned,True,False,0.3684645
Ps3,9984133,450,hand_tuned,True,False,0.0005210968,456,ltr_hand_tuned,True,False,0.3684641
Ps3,2884155,452,hand_tuned,True,False,0.00052098185,457,ltr_hand_tuned,True,False,0.368464
Ps3,2541209,456,hand_tuned,True,False,0.0005206818,459,ltr_hand_tuned,True,False,0.3684637
Ps3,3244767,461,hand_tuned,True,False,0.0005206818,464,ltr_hand_tuned,True,False,0.3684637
Ps3,2945292,462,hand_tuned,True,False,0.0005206818,465,ltr_hand_tuned,True,False,0.3684637
Ps3,9701386,465,hand_tuned,True,False,0.0005206818,468,ltr_hand_tuned,True,False,0.3684637
Ps3,1205082,474,hand_tuned,True,False,0.00052058185,475,ltr_hand_tuned,True,False,0.3684636
Ps3,3294752,478,hand_tuned,True,False,0.00052058185,479,ltr_hand_tuned,True,False,0.3684636
Ps3,3046579,479,hand_tuned,True,False,0.00052058185,480,ltr_hand_tuned,True,False,0.3684636
Ps3,1028331,486,hand_tuned,True,False,0.00052048184,487,ltr_hand_tuned,True,False,0.3684635
flat screen tv,1647802,14,hand_tuned,True,False,0.085858524,15,ltr_hand_tuned,True,False,0.45380154
blu ray,9766497,111,hand_tuned,True,False,0.10108034,135,ltr_hand_tuned,True,False,0.46902335
blu ray,2070166,114,hand_tuned,True,False,0.08626501,136,ltr_hand_tuned,True,False,0.46822315
blu ray,2965171,116,hand_tuned,True,False,0.08626342,141,ltr_hand_tuned,True,False,0.45420644
blu ray,2097336,123,hand_tuned,True,False,0.08203829,146,ltr_hand_tuned,True,False,0.4499813
blu ray,1666051,138,hand_tuned,True,False,0.07472349,163,ltr_hand_tuned,True,False,0.4426665
blu ray,9948775,161,hand_tuned,True,False,0.074720316,183,ltr_hand_tuned,True,False,0.44266334
blu ray,1666033,234,hand_tuned,True,False,0.068602145,243,ltr_hand_tuned,True,False,0.43654516
blu ray,9901975,257,hand_tuned,True,False,0.068602145,266,ltr_hand_tuned,True,False,0.43654516
blu ray,1237873,263,hand_tuned,True,False,0.06860171,272,ltr_hand_tuned,True,False,0.43654472
blu ray,2158249,265,hand_tuned,True,False,0.06860171,274,ltr_hand_tuned,True,False,0.43654472
blu ray,2097354,266,hand_tuned,True,False,0.06860171,275,ltr_hand_tuned,True,False,0.43654472
blu ray,2103152,296,hand_tuned,True,False,0.06590404,301,ltr_hand_tuned,True,False,0.43384707
blu ray,2046466,297,hand_tuned,True,False,0.06590404,302,ltr_hand_tuned,True,False,0.43384707
blu ray,2543428,309,hand_tuned,True,False,0.06590362,313,ltr_hand_tuned,True,False,0.43384665
blu ray,2596887,313,hand_tuned,True,False,0.06590362,317,ltr_hand_tuned,True,False,0.43384665
blu ray,2137177,355,hand_tuned,True,False,0.06341084,359,ltr_hand_tuned,True,False,0.43135387
sound cards,9180405,150,hand_tuned,True,False,0.009425769,151,ltr_hand_tuned,True,False,0.37736878
sound cards,9180414,151,hand_tuned,True,False,0.009414768,152,ltr_hand_tuned,True,False,0.37735778
sound cards,9716175,157,hand_tuned,True,False,0.008948126,158,ltr_hand_tuned,True,False,0.37689114
sound cards,1173378,179,hand_tuned,True,False,0.0074448525,180,ltr_hand_tuned,True,False,0.37538788
Cd players,9598633,207,hand_tuned,True,False,0.008376707,208,ltr_hand_tuned,True,False,0.37631974
sony digital camera,2300569,192,hand_tuned,True,False,0.044751883,196,ltr_hand_tuned,True,False,0.4126949
Jawbone jambox,1416077,6,hand_tuned,True,False,0.016283795,9,ltr_hand_tuned,True,False,0.39041352
cd player,3869978,69,hand_tuned,True,False,0.05965045,71,ltr_hand_tuned,True,False,0.42759347
cd player,9645459,91,hand_tuned,True,False,0.056988746,93,ltr_hand_tuned,True,False,0.42493176
Seagate hard drive,1590085,299,hand_tuned,True,False,0.0036612614,303,ltr_hand_tuned,True,False,0.3716043
Seagate hard drive,9929122,357,hand_tuned,True,False,0.0011382577,359,ltr_hand_tuned,True,False,0.3690813
Ico,2877929,2,hand_tuned,True,False,0.0020365322,3,ltr_hand_tuned,True,False,0.36997956
Ico,3294752,6,hand_tuned,True,False,5.2e-06,8,ltr_hand_tuned,True,False,0.3679482
Ico,2588048,207,hand_tuned,True,False,2.2e-06,208,ltr_hand_tuned,True,False,0.36794522
Htc Tablets,2390524,22,hand_tuned,True,True,0.007786028,33,ltr_hand_tuned,True,True,0.37893066
