query,sku,clicks,rank,num_impressions,doc_id,product_name,query_id
Ipod,9225439,29,5.0,738,9225439,fake,732
Ipod classic,8771929,25,1.0,43,8771929,fake,733
Ipod nano,1161725,78,1.0,149,1161725,fake,734
Ipod nano,1161934,14,2.0,149,1161934,fake,734
Ipod shuffle,9845563,24,1.0,40,9845563,fake,735
Ipod touch,9225377,285,1.0,494,9225377,fake,736
Ipod touch,9225411,115,2.0,494,9225411,fake,736
Ipod touch,9225439,22,3.0,494,9225439,fake,736
Ipod touch 4g,9225377,13,1.0,23,9225377,fake,737
Ipods,9225377,38,1.0,68,9225377,fake,738
Ir repeater,8461149,15,1.0,25,8461149,fake,739
Irig,1218814,37,1.0,43,1218814,fake,740
Isimple,9252122,24,1.0,70,9252122,fake,741
Itouch,9225377,111,1.0,186,9225377,fake,742
Itouch,9225411,35,2.0,186,9225411,fake,742
Itrip,8331272,12,2.0,88,8331272,fake,743
Itrip,9461771,39,1.0,88,9461771,fake,743
Its always sunny,1283768,10,3.0,109,1283768,fake,744
Its always sunny,3209161,40,1.0,109,3209161,fake,744
Its always sunny,3209198,17,2.0,109,3209198,fake,744
Its always sunny in Philadelphia,3209161,23,1.0,38,3209161,fake,745
Its always sunny in philadelphia,3209161,11,1.0,23,3209161,fake,746
J Cole,3486002,94,1.0,121,3486002,fake,747
J cole,3486002,99,1.0,111,3486002,fake,748
J. Cole,3486002,106,1.0,125,3486002,fake,749
J.Cole,3486002,21,1.0,29,3486002,fake,750
J.cole,3486002,24,1.0,32,3486002,fake,751
Jambox,1407325,53,1.0,70,1407325,fake,752
Jane eyre,2958056,25,1.0,51,2958056,fake,753
Jane eyre,2958065,16,2.0,51,2958065,fake,753
Jason aldean,1332021,10,1.0,29,1332021,fake,754
Jason derulo,3486758,14,1.0,23,3486758,fake,755
Jawbone,1407325,28,2.0,152,1407325,fake,756
Jawbone,1790038,11,4.0,152,1790038,fake,756
Jawbone,1991114,10,5.0,152,1991114,fake,756
Jawbone,2538181,46,1.0,152,2538181,fake,756
Jawbone,9705691,12,3.0,152,9705691,fake,756
Jawbone era,1991114,19,1.0,32,1991114,fake,757
Jawbone jambox,1407325,15,1.0,20,1407325,fake,758
Jay z,3168049,22,2.0,101,3168049,fake,759
Jay z,3168067,62,1.0,101,3168067,fake,759
Jay-z,3168049,12,2.0,45,3168049,fake,760
Jay-z,3168067,24,1.0,45,3168067,fake,760
Jaybird,2264036,55,1.0,72,2264036,fake,761
Jeff Dunham,3216277,26,1.0,50,3216277,fake,762
Jeff dunham,3216277,14,1.0,28,3216277,fake,763
Jersey shore,2839053,16,1.0,33,2839053,fake,764
Jill scott,2619458,11,1.0,31,2619458,fake,765
Joystick,5796515,11,3.0,69,5796515,fake,766
Joystick,5876867,28,1.0,69,5876867,fake,766
Joystick,9388824,23,2.0,69,9388824,fake,766
Juicer,8627319,25,2.0,167,8627319,fake,767
Juicer,8627337,70,1.0,167,8627337,fake,767
Juicer,9523777,16,3.0,167,9523777,fake,767
Juicer,9595093,12,4.0,167,9595093,fake,767
Jumping the broom,3021332,14,1.0,41,3021332,fake,768
Jurassic park,3039137,12,2.0,61,3039137,fake,769
Jurassic park,3039146,15,1.0,61,3039146,fake,769
Jurassic park,3985076,11,3.0,61,3985076,fake,769
Just dance,1550158,35,1.0,91,1550158,fake,770
Just dance,2803428,23,2.0,91,2803428,fake,770
Just dance,2820055,15,3.0,91,2820055,fake,770
Just dance 2,1550158,18,1.0,24,1550158,fake,771
Just dance 3,2803428,74,1.0,93,2803428,fake,772
Jvc,1685061,11,3.0,126,1685061,fake,773
Jvc,1931441,13,2.0,126,1931441,fake,773
Jvc,9783876,14,1.0,126,9783876,fake,773
KVM switch,6191569,10,1.0,25,6191569,fake,774
Kanye west,3168049,10,2.0,79,3168049,fake,775
Kanye west,3168067,35,1.0,79,3168067,fake,775
Karaoke,1146422,16,3.0,231,1146422,fake,776
Karaoke,1146468,35,1.0,231,1146468,fake,776
Karaoke,8908293,16,3.0,231,8908293,fake,776
Karaoke,9579137,31,2.0,231,9579137,fake,776
Karaoke machine,1146422,13,2.0,107,1146422,fake,777
Karaoke machine,1146468,13,2.0,107,1146468,fake,777
Karaoke machine,8908293,14,1.0,107,8908293,fake,777
Karaoke machine,9579137,14,1.0,107,9579137,fake,777
Kaspersky,1815056,10,2.0,43,1815056,fake,778
Kaspersky,8856865,14,1.0,43,8856865,fake,778
Kegerator,8193527,19,1.0,67,8193527,fake,779
Kegerator,8998481,19,1.0,67,8998481,fake,779
Kenwood,1677254,24,2.0,281,1677254,fake,780
Kenwood,1933398,14,5.0,281,1933398,fake,780
Kenwood,1947044,16,4.0,281,1947044,fake,780
Kenwood,1947141,11,6.0,281,1947141,fake,780
Kenwood,1981318,27,1.0,281,1981318,fake,780
Kenwood,1989356,19,3.0,281,1989356,fake,780
Kenwood,2823292,14,5.0,281,2823292,fake,780
Kenwood,9230995,10,7.0,281,9230995,fake,780
Keurig,1241514,28,2.0,157,1241514,fake,781
Keurig,2837383,12,3.0,157,2837383,fake,781
Keurig,8464397,61,1.0,157,8464397,fake,781
Keyboard,1261439,14,5.0,381,1261439,fake,782
Keyboard,1265666,13,6.0,381,1265666,fake,782
Keyboard,1294039,14,5.0,381,1294039,fake,782
Keyboard,8885655,19,2.0,381,8885655,fake,782
Keyboard,9311586,70,1.0,381,9311586,fake,782
Keyboard,9311595,13,6.0,381,9311595,fake,782
Keyboard,9619225,19,2.0,381,9619225,fake,782
Keyboard,9909968,18,3.0,381,9909968,fake,782
Keyboard,9952987,10,7.0,381,9952987,fake,782
Keyboard,9962766,15,4.0,381,9962766,fake,782
Keyboards,9311586,33,1.0,133,9311586,fake,783
Keyboards,9619225,10,2.0,133,9619225,fake,783
Keyboards,9909968,10,2.0,133,9909968,fake,783
Kicker,1671417,11,6.0,363,1671417,fake,784
Kicker,1685131,10,7.0,363,1685131,fake,784
Kicker,1997288,15,4.0,363,1997288,fake,784
Kicker,2304404,11,6.0,363,2304404,fake,784
Kicker,9892463,15,4.0,363,9892463,fake,784
Kicker,9892921,53,1.0,363,9892921,fake,784
Kicker,9894213,26,2.0,363,9894213,fake,784
Kicker,9894231,17,3.0,363,9894231,fake,784
Kicker,9894268,12,5.0,363,9894268,fake,784
Kicker,9894295,12,5.0,363,9894295,fake,784
Kicker amp,1685131,12,1.0,45,1685131,fake,785
Kicker l7,2304404,11,1.0,22,2304404,fake,786
Kid cudi,1203445,11,1.0,23,1203445,fake,787
Killzone 3,1028986,21,1.0,39,1028986,fake,788
Killzone 3,1802098,14,2.0,39,1802098,fake,788
Kindle,1268936,40,9.0,1511,1268936,fake,789
Kindle,1268963,12,13.0,1511,1268963,fake,789
Kindle,1268972,64,7.0,1511,1268972,fake,789
Kindle,1268981,12,13.0,1511,1268981,fake,789
Kindle,1277328,86,3.0,1511,1277328,fake,789
Kindle,1277655,76,6.0,1511,1277655,fake,789
Kindle,1277791,79,5.0,1511,1277791,fake,789
Kindle,1277837,10,15.0,1511,1277837,fake,789
Kindle,1299229,41,8.0,1511,1299229,fake,789
Kindle,1445624,84,4.0,1511,1445624,fake,789
Kindle,1517163,20,11.0,1511,1517163,fake,789
Kindle,2506094,296,2.0,1511,2506094,fake,789
Kindle,2506119,392,1.0,1511,2506119,fake,789
Kindle,2506146,28,10.0,1511,2506146,fake,789
Kindle,2506155,15,12.0,1511,2506155,fake,789
Kindle,2506173,11,14.0,1511,2506173,fake,789
Kindle,2545171,10,15.0,1511,2545171,fake,789
Kindle,2545278,15,12.0,1511,2545278,fake,789
Kindle,2545471,10,15.0,1511,2545471,fake,789
Kindle,2836702,40,9.0,1511,2836702,fake,789
Kindle,2842056,10,15.0,1511,2842056,fake,789
Kindle fire,2506173,145,1.0,176,2506173,fake,790
Kindle fire,2842056,20,2.0,176,2842056,fake,790
Kinect,1036858,130,1.0,289,1036858,fake,791
Kinect,1162439,32,3.0,289,1162439,fake,791
Kinect,1219686,20,5.0,289,1219686,fake,791
Kinect,3000047,43,2.0,289,3000047,fake,791
Kinect,3107795,21,4.0,289,3107795,fake,791
Kirby,2971166,12,1.0,23,2971166,fake,792
Kitchen aid,7903227,12,1.0,42,7903227,fake,793
Kitchen aid,8815703,11,2.0,42,8815703,fake,793
Klipsch,2138273,20,4.0,313,2138273,fake,794
Klipsch,2147049,16,5.0,313,2147049,fake,794
Klipsch,2989089,10,7.0,313,2989089,fake,794
Klipsch,9382232,43,2.0,313,9382232,fake,794
Klipsch,9385747,15,6.0,313,9385747,fake,794
Klipsch,9388833,16,5.0,313,9388833,fake,794
Klipsch,9422369,62,1.0,313,9422369,fake,794
Klipsch,9845706,22,3.0,313,9845706,fake,794
Klipsch s4,9422369,19,1.0,21,9422369,fake,795
Kobo,2840076,22,1.0,53,2840076,fake,796
Kodak,2002039,23,1.0,120,2002039,fake,797
Kodak,2420095,11,2.0,120,2420095,fake,797
Kodak playsport,2002039,33,1.0,52,2002039,fake,798
Krayzie bone,3082329,19,1.0,34,3082329,fake,799
Kung Fu panda 2,2992174,11,2.0,28,2992174,fake,800
Kung Fu panda 2,2992438,17,1.0,28,2992438,fake,800
LCD TV,2047641,96,1.0,179,2047641,fake,801
LCD TV,2138103,73,2.0,179,2138103,fake,801
LCD monitor,1422209,10,1.0,21,1422209,fake,802
LCD tv,2893174,10,1.0,97,2893174,fake,803
La noire,9977024,31,1.0,33,9977024,fake,804
Lady antebellum,3201511,51,1.0,66,3201511,fake,805
Lady gaga,2588463,11,2.0,87,2588463,fake,806
Lady gaga,2799036,14,1.0,87,2799036,fake,806
Lady gaga,2800033,10,3.0,87,2800033,fake,806
Lap top,2738738,12,3.0,156,2738738,fake,807
Lap top,2845071,10,4.0,156,2845071,fake,807
Lap top,2969477,14,2.0,156,2969477,fake,807
Lap top,2971078,15,1.0,156,2971078,fake,807
Lap top,9755322,12,3.0,156,9755322,fake,807
Lap tops,2738738,16,2.0,173,2738738,fake,808
Lap tops,2969477,14,3.0,173,2969477,fake,808
Lap tops,2971078,21,1.0,173,2971078,fake,808
Laptop,1535836,12,33.0,2637,1535836,fake,809
Laptop,1535918,16,30.0,2637,1535918,fake,809
Laptop,1623867,25,23.0,2637,1623867,fake,809
Laptop,1623912,71,10.0,2637,1623912,fake,809
Laptop,1853531,79,8.0,2637,1853531,fake,809
Laptop,1974715,13,32.0,2637,1974715,fake,809
Laptop,2560082,61,13.0,2637,2560082,fake,809
Laptop,2562035,18,28.0,2637,2562035,fake,809
Laptop,2660188,124,6.0,2637,2660188,fake,809
Laptop,2670819,49,15.0,2637,2670819,fake,809
Laptop,2715258,26,22.0,2637,2715258,fake,809
Laptop,2731052,30,20.0,2637,2731052,fake,809
Laptop,2738738,149,4.0,2637,2738738,fake,809
Laptop,2753496,14,31.0,2637,2753496,fake,809
Laptop,2754052,19,27.0,2637,2754052,fake,809
Laptop,2805092,36,18.0,2637,2805092,fake,809
Laptop,2833077,44,16.0,2637,2833077,fake,809
Laptop,2833778,31,19.0,2637,2833778,fake,809
Laptop,2833814,28,21.0,2637,2833814,fake,809
Laptop,2842569,21,26.0,2637,2842569,fake,809
Laptop,2845044,23,24.0,2637,2845044,fake,809
Laptop,2845071,187,2.0,2637,2845071,fake,809
Laptop,2881467,64,12.0,2637,2881467,fake,809
Laptop,2906406,37,17.0,2637,2906406,fake,809
Laptop,2925714,104,7.0,2637,2925714,fake,809
Laptop,2969477,222,1.0,2637,2969477,fake,809
Laptop,2970255,22,25.0,2637,2970255,fake,809
Laptop,2971078,182,3.0,2637,2971078,fake,809
Laptop,2975038,21,26.0,2637,2975038,fake,809
Laptop,3047444,65,11.0,2637,3047444,fake,809
Laptop,3048064,55,14.0,2637,3048064,fake,809
Laptop,3072125,14,31.0,2637,3072125,fake,809
Laptop,3167208,31,19.0,2637,3167208,fake,809
Laptop,3184308,17,29.0,2637,3184308,fake,809
Laptop,3184708,16,30.0,2637,3184708,fake,809
Laptop,3196032,18,28.0,2637,3196032,fake,809
Laptop,3301735,77,9.0,2637,3301735,fake,809
Laptop,3503155,18,28.0,2637,3503155,fake,809
Laptop,8632063,11,34.0,2637,8632063,fake,809
Laptop,9172799,16,30.0,2637,9172799,fake,809
Laptop,9420361,14,31.0,2637,9420361,fake,809
Laptop,9755322,126,5.0,2637,9755322,fake,809
Laptop adapter,9420361,16,1.0,31,9420361,fake,810
Laptop backpack,2808441,10,1.0,56,2808441,fake,811
Laptop batteries,9637558,14,1.0,44,9637558,fake,812
Laptop battery,9637373,10,2.0,88,9637373,fake,813
Laptop battery,9637558,36,1.0,88,9637558,fake,813
Laptop charger,1207539,13,4.0,181,1207539,fake,814
Laptop charger,8881695,25,2.0,181,8881695,fake,814
Laptop charger,9420361,58,1.0,181,9420361,fake,814
Laptop charger,9793821,19,3.0,181,9793821,fake,814
Laptop chargers,8881695,10,2.0,55,8881695,fake,815
Laptop chargers,9420361,20,1.0,55,9420361,fake,815
Laptop computers,2969477,12,1.0,103,2969477,fake,816
Laptop cooling pad,9427042,11,1.0,38,9427042,fake,817
Laptop hard drive,9024147,20,2.0,87,9024147,fake,818
Laptop hard drive,9172799,28,1.0,87,9172799,fake,818
Laptop harddrive,9172799,15,1.0,26,9172799,fake,819
Laptop lock,3738245,14,1.0,23,3738245,fake,820
Laptop power cord,9420361,17,1.0,46,9420361,fake,821
Laptop power supply,9420361,13,1.0,27,9420361,fake,822
Laptop sleeve,1627345,13,1.0,116,1627345,fake,823
Laptop sleeve,2670928,11,2.0,116,2670928,fake,823
Laptops,1535836,10,32.0,2542,1535836,fake,824
Laptops,1535918,22,22.0,2542,1535918,fake,824
Laptops,1623867,18,24.0,2542,1623867,fake,824
Laptops,1623912,61,11.0,2542,1623912,fake,824
Laptops,1853531,112,5.0,2542,1853531,fake,824
Laptops,2560082,64,9.0,2542,2560082,fake,824
Laptops,2562035,11,31.0,2542,2562035,fake,824
Laptops,2660188,108,6.0,2542,2660188,fake,824
Laptops,2670819,43,13.0,2542,2670819,fake,824
Laptops,2686552,12,30.0,2542,2686552,fake,824
Laptops,2715258,16,26.0,2542,2715258,fake,824
Laptops,2731052,18,24.0,2542,2731052,fake,824
Laptops,2738738,195,1.0,2542,2738738,fake,824
Laptops,2754052,37,15.0,2542,2754052,fake,824
Laptops,2804985,10,32.0,2542,2804985,fake,824
Laptops,2805092,35,16.0,2542,2805092,fake,824
Laptops,2833077,34,17.0,2542,2833077,fake,824
Laptops,2833778,23,21.0,2542,2833778,fake,824
Laptops,2833814,19,23.0,2542,2833814,fake,824
Laptops,2842569,27,19.0,2542,2842569,fake,824
Laptops,2845044,15,27.0,2542,2845044,fake,824
Laptops,2845071,146,4.0,2542,2845071,fake,824
Laptops,2881467,48,12.0,2542,2881467,fake,824
Laptops,2906406,17,25.0,2542,2906406,fake,824
Laptops,2925714,94,7.0,2542,2925714,fake,824
Laptops,2930088,10,32.0,2542,2930088,fake,824
Laptops,2969477,195,1.0,2542,2969477,fake,824
Laptops,2970255,27,19.0,2542,2970255,fake,824
Laptops,2971078,185,2.0,2542,2971078,fake,824
Laptops,2975038,16,26.0,2542,2975038,fake,824
Laptops,3038031,14,28.0,2542,3038031,fake,824
Laptops,3047444,41,14.0,2542,3047444,fake,824
Laptops,3048064,63,10.0,2542,3048064,fake,824
Laptops,3072125,14,28.0,2542,3072125,fake,824
Laptops,3167208,32,18.0,2542,3167208,fake,824
Laptops,3167305,14,28.0,2542,3167305,fake,824
Laptops,3184308,13,29.0,2542,3184308,fake,824
Laptops,3184708,22,22.0,2542,3184708,fake,824
Laptops,3196032,24,20.0,2542,3196032,fake,824
Laptops,3301735,78,8.0,2542,3301735,fake,824
Laptops,3503155,17,25.0,2542,3503155,fake,824
Laptops,3505047,15,27.0,2542,3505047,fake,824
Laptops,8632063,14,28.0,2542,8632063,fake,824
Laptops,9172799,17,25.0,2542,9172799,fake,824
Laptops,9420361,10,32.0,2542,9420361,fake,824
Laptops,9755322,184,3.0,2542,9755322,fake,824
Laser printer,9811982,14,1.0,63,9811982,fake,825
Leap frog,2954733,14,1.0,33,2954733,fake,826
Leap pad,2954733,17,1.0,36,2954733,fake,827
Leapfrog,2954733,16,1.0,46,2954733,fake,828
Leappad,2932378,12,2.0,49,2932378,fake,829
Leappad,2954733,24,1.0,49,2954733,fake,829
Leappad,2977628,10,3.0,49,2977628,fake,829
Led tv,2380145,26,1.0,190,2380145,fake,830
Led tv,9896008,11,2.0,190,9896008,fake,830
Lenovo,1485072,14,7.0,411,1485072,fake,831
Lenovo,2677297,34,3.0,411,2677297,fake,831
Lenovo,2731052,50,2.0,411,2731052,fake,831
Lenovo,2731265,77,1.0,411,2731265,fake,831
Lenovo,2762943,50,2.0,411,2762943,fake,831
Lenovo,2817149,22,4.0,411,2817149,fake,831
Lenovo,2817194,18,5.0,411,2817194,fake,831
Lenovo,2817228,10,8.0,411,2817228,fake,831
Lenovo,3504409,16,6.0,411,3504409,fake,831
Lenovo laptop,2731265,22,1.0,73,2731265,fake,832
Lenovo laptop,2762943,14,2.0,73,2762943,fake,832
Lg,2138228,20,1.0,216,2138228,fake,833
Lg,2970264,15,3.0,216,2970264,fake,833
Lg,2970291,18,2.0,216,2970291,fake,833
Lg 3d,2970264,12,1.0,32,2970264,fake,834
Lg 47,2970264,13,1.0,34,2970264,fake,835
Lg 55,2970291,13,1.0,37,2970291,fake,836
Lg optimus,1879739,36,1.0,54,1879739,fake,837
Lg optimus v,1879739,30,1.0,39,1879739,fake,838
Lg refrigerator,2414076,14,1.0,66,2414076,fake,839
Lg thrill,2856456,67,1.0,84,2856456,fake,840
Lg tv,2138228,17,1.0,103,2138228,fake,841
Lg tv,2970264,14,2.0,103,2970264,fake,841
Lg washer,1126086,12,1.0,57,1126086,fake,842
Lifeproof,3133099,25,1.0,52,3133099,fake,843
Lightroom,1229037,11,1.0,21,1229037,fake,844
Lil Wayne,1372886,17,4.0,714,1372886,fake,845
Lil Wayne,3143987,311,1.0,714,3143987,fake,845
Lil Wayne,3143996,97,3.0,714,3143996,fake,845
Lil Wayne,3232178,207,2.0,714,3232178,fake,845
Lil Wayne,19046802,13,5.0,714,19046802,fake,845
Lil wayne,1372886,28,4.0,554,1372886,fake,846
Lil wayne,3143987,215,1.0,554,3143987,fake,846
Lil wayne,3143996,64,3.0,554,3143996,fake,846
Lil wayne,3232178,194,2.0,554,3232178,fake,846
Lil wayne,19046802,13,5.0,554,19046802,fake,846
Limitless,2808593,14,1.0,26,2808593,fake,847
Linksys,1678271,16,2.0,167,1678271,fake,848
Linksys,2210106,13,3.0,167,2210106,fake,848
Linksys,2225047,43,1.0,167,2225047,fake,848
Linksys,9602713,10,4.0,167,9602713,fake,848
Linksys,9770315,13,3.0,167,9770315,fake,848
Linksys e4200,1678271,25,1.0,28,1678271,fake,849
Linksys router,2225047,15,1.0,47,2225047,fake,850
Lion King,2863978,13,1.0,37,2863978,fake,851
Lion king,2863669,34,6.0,871,2863669,fake,852
Lion king,2863723,114,4.0,871,2863723,fake,852
Lion king,2863978,182,2.0,871,2863978,fake,852
Lion king,2864437,178,3.0,871,2864437,fake,852
Lion king,2864446,21,7.0,871,2864446,fake,852
Lion king,3147037,203,1.0,871,3147037,fake,852
Lion king,3508432,48,5.0,871,3508432,fake,852
Lion king,5966074,17,8.0,871,5966074,fake,852
Lion king,6108124,13,9.0,871,6108124,fake,852
Lion king 3d,2863978,16,1.0,29,2863978,fake,853
Lion king blu ray,2864437,10,1.0,33,2864437,fake,854
Little big planet,9467873,12,1.0,30,9467873,fake,855
Livescribe,1161761,12,3.0,80,1161761,fake,856
Livescribe,2390579,16,1.0,80,2390579,fake,856
Livescribe,9985845,13,2.0,80,9985845,fake,856
Lmfao,2797435,14,1.0,38,2797435,fake,857
Lmfao,9319123,14,1.0,38,9319123,fake,857
Logitech,1114764,31,2.0,267,1114764,fake,858
Logitech,1257136,48,1.0,267,1257136,fake,858
Logitech,8631411,10,3.0,267,8631411,fake,858
Logitech harmony,8631411,20,1.0,61,8631411,fake,859
Logitech harmony,9837565,10,2.0,61,9837565,fake,859
Logitech remote,8631411,18,1.0,71,8631411,fake,860
Logitech remote,8908051,11,3.0,71,8908051,fake,860
Logitech remote,9365402,10,4.0,71,9365402,fake,860
Logitech remote,9837565,17,2.0,71,9837565,fake,860
Logitech revue,1257136,124,1.0,153,1257136,fake,861
Logitech revue,1331156,13,2.0,153,1331156,fake,861
Logitech speakers,9427774,10,1.0,47,9427774,fake,862
Lord of the rings,2629119,114,1.0,244,2629119,fake,863
Lord of the rings,2629128,60,2.0,244,2629128,fake,863
Luke Bryan,2953716,12,1.0,20,2953716,fake,864
Lumix,2061031,10,1.0,47,2061031,fake,865
MW3,2670179,15,1.0,26,2670179,fake,866
Mac,1255535,35,6.0,1326,1255535,fake,867
Mac,1309078,11,13.0,1326,1309078,fake,867
Mac,1535836,71,4.0,1326,1535836,fake,867
Mac,1535845,34,7.0,1326,1535845,fake,867
Mac,1535918,49,5.0,1326,1535918,fake,867
Mac,2658068,31,9.0,1326,2658068,fake,867
Mac,2658077,113,2.0,1326,2658077,fake,867
Mac,2658095,34,7.0,1326,2658095,fake,867
Mac,2658101,16,11.0,1326,2658101,fake,867
Mac,3108136,11,13.0,1326,3108136,fake,867
Mac,3108172,33,8.0,1326,3108172,fake,867
Mac,3109047,15,12.0,1326,3109047,fake,867
Mac,9119759,11,13.0,1326,9119759,fake,867
Mac,9689917,10,14.0,1326,9689917,fake,867
Mac,9755322,509,1.0,1326,9755322,fake,867
Mac,9755395,94,3.0,1326,9755395,fake,867
Mac,9944942,11,13.0,1326,9944942,fake,867
Mac,9944951,17,10.0,1326,9944951,fake,867
Mac air,3108172,19,2.0,100,3108172,fake,868
Mac air,3109047,27,1.0,100,3109047,fake,868
Mac air,9944942,11,3.0,100,9944942,fake,868
Mac book,1535836,39,3.0,488,1535836,fake,869
Mac book,1535845,16,6.0,488,1535845,fake,869
Mac book,1535918,29,4.0,488,1535918,fake,869
Mac book,3108172,23,5.0,488,3108172,fake,869
Mac book,3109047,12,7.0,488,3109047,fake,869
Mac book,9755322,201,1.0,488,9755322,fake,869
Mac book,9755395,73,2.0,488,9755395,fake,869
Mac book,9944942,16,6.0,488,9944942,fake,869
Mac book air,3108172,21,1.0,97,3108172,fake,870
Mac book air,3109047,17,2.0,97,3109047,fake,870
Mac book air,9944942,17,2.0,97,9944942,fake,870
Mac book pro,1535836,17,4.0,324,1535836,fake,871
Mac book pro,1535845,27,3.0,324,1535845,fake,871
Mac book pro,1535918,13,5.0,324,1535918,fake,871
Mac book pro,9755322,178,1.0,324,9755322,fake,871
Mac book pro,9755395,42,2.0,324,9755395,fake,871
Mac books,9755322,21,1.0,50,9755322,fake,872
Mac charger,1019306,21,1.0,30,1019306,fake,873
Mac computer,2658077,18,2.0,66,2658077,fake,874
Mac computer,9755322,20,1.0,66,9755322,fake,874
Mac computers,9755322,22,1.0,57,9755322,fake,875
Mac desktop,2658077,25,1.0,46,2658077,fake,876
Mac laptop,1535836,13,3.0,152,1535836,fake,877
Mac laptop,1535918,16,2.0,152,1535918,fake,877
Mac laptop,9755322,62,1.0,152,9755322,fake,877
Mac laptop,9755395,13,3.0,152,9755395,fake,877
Mac laptops,9755322,36,1.0,89,9755322,fake,878
Mac laptops,9755395,10,2.0,89,9755395,fake,878
Mac mini,2658068,273,1.0,479,2658068,fake,879
Mac mini,2658129,150,2.0,479,2658129,fake,879
Mac notebook,9755322,10,1.0,24,9755322,fake,880
Mac pro,1535836,17,2.0,114,1535836,fake,881
Mac pro,9755322,56,1.0,114,9755322,fake,881
Mac pro,9755395,16,3.0,114,9755395,fake,881
MacBook,1019306,13,11.0,1230,1019306,fake,882
MacBook,1535836,115,3.0,1230,1535836,fake,882
MacBook,1535845,59,6.0,1230,1535845,fake,882
MacBook,1535918,64,5.0,1230,1535918,fake,882
MacBook,3108172,65,4.0,1230,3108172,fake,882
MacBook,3109047,46,7.0,1230,3109047,fake,882
MacBook,9119759,16,10.0,1230,9119759,fake,882
MacBook,9755322,511,1.0,1230,9755322,fake,882
MacBook,9755395,133,2.0,1230,9755395,fake,882
MacBook,9944942,30,9.0,1230,9944942,fake,882
MacBook,9944951,33,8.0,1230,9944951,fake,882
MacBook Pro,9755322,16,1.0,36,9755322,fake,883
MacBook air,1784371,16,8.0,452,1784371,fake,884
MacBook air,3108136,33,4.0,452,3108136,fake,884
MacBook air,3108172,78,2.0,452,3108172,fake,884
MacBook air,3109047,144,1.0,452,3109047,fake,884
MacBook air,9119759,17,7.0,452,9119759,fake,884
MacBook air,9755322,24,6.0,452,9755322,fake,884
MacBook air,9944942,58,3.0,452,9944942,fake,884
MacBook air,9944951,27,5.0,452,9944951,fake,884
MacBook battery,9639404,12,1.0,33,9639404,fake,885
MacBook charger,1019306,35,1.0,49,1019306,fake,886
MacBook pro,1535836,137,3.0,1023,1535836,fake,887
MacBook pro,1535845,105,4.0,1023,1535845,fake,887
MacBook pro,1535918,69,5.0,1023,1535918,fake,887
MacBook pro,2795207,11,6.0,1023,2795207,fake,887
MacBook pro,9755322,430,1.0,1023,9755322,fake,887
MacBook pro,9755395,177,2.0,1023,9755395,fake,887
MacBook pro 13,9755322,13,1.0,26,9755322,fake,888
MacBook pro 13,9755395,10,2.0,26,9755395,fake,888
MacBook pro 15,1535836,12,1.0,22,1535836,fake,889
MacBook pro case,2795207,18,1.0,36,2795207,fake,890
MacBook pro charger,1019306,18,1.0,28,1019306,fake,891
MacBooks,9755322,19,1.0,32,9755322,fake,892
Macbook,1019306,10,10.0,650,1019306,fake,893
Macbook,1535836,63,3.0,650,1535836,fake,893
Macbook,1535845,40,5.0,650,1535845,fake,893
Macbook,1535918,41,4.0,650,1535918,fake,893
Macbook,3108172,18,8.0,650,3108172,fake,893
Macbook,3109047,24,7.0,650,3109047,fake,893
Macbook,9755322,261,1.0,650,9755322,fake,893
Macbook,9755395,75,2.0,650,9755395,fake,893
Macbook,9944942,25,6.0,650,9944942,fake,893
Macbook,9944951,14,9.0,650,9944951,fake,893
Macbook air,3108172,31,2.0,141,3108172,fake,894
Macbook air,3109047,37,1.0,141,3109047,fake,894
Macbook air,9944942,19,3.0,141,9944942,fake,894
Macbook air,9944951,11,4.0,141,9944951,fake,894
Macbook pro,1535836,36,3.0,300,1535836,fake,895
Macbook pro,1535845,20,4.0,300,1535845,fake,895
Macbook pro,1535918,20,4.0,300,1535918,fake,895
Macbook pro,9755322,141,1.0,300,9755322,fake,895
Macbook pro,9755395,56,2.0,300,9755395,fake,895
Macbookpro,9755322,12,1.0,27,9755322,fake,896
Machine head,3415424,10,2.0,55,3415424,fake,897
Machine head,3415549,35,1.0,55,3415549,fake,897
Macs,9755322,16,1.0,32,9755322,fake,898
Mad men,2045264,25,1.0,56,2045264,fake,899
Madden,2375201,139,1.0,233,2375201,fake,900
Madden,2856253,13,3.0,233,2856253,fake,900
Madden,9791669,57,2.0,233,9791669,fake,900
Madden 12,2375201,449,1.0,603,2375201,fake,901
Madden 12,2795455,11,5.0,603,2795455,fake,901
Madden 12,2795473,17,4.0,603,2795473,fake,901
Madden 12,2856253,53,2.0,603,2856253,fake,901
Madden 12,2856465,30,3.0,603,2856465,fake,901
Madden 2012,2375201,109,1.0,140,2375201,fake,902
Madden 2012,2856253,11,2.0,140,2856253,fake,902
Madden NFL 12,2375201,24,1.0,36,2375201,fake,903
Madea,3015119,11,1.0,26,3015119,fake,904
Magic jack,9123539,29,1.0,33,9123539,fake,905
Magic mouse,2097239,12,2.0,43,2097239,fake,906
Magic mouse,9634885,24,1.0,43,9634885,fake,906
Marantz,2761025,12,1.0,46,2761025,fake,907
Marantz,2761061,11,2.0,46,2761061,fake,907
Maroon 5,1202986,38,1.0,97,1202986,fake,908
